Testbed,Hazard,Model_Type,Model_name,(Intercept),ART_ACC_R1,ART_ACC_R2,ART_ACC_R3,ART_ACC_R4,ART_ACC_R5,ART_ACC_R6,ART_ACC_R7,COMMER_R1,COMMER_R2,COMMER_R3,COMMER_R4,COMMER_R5,COMMER_R6,COMMER_R7,CONS_R1,CONS_R2,CONS_R3,CONS_R4,CONS_R5,CONS_R6,CONS_R7,EDU_R1,EDU_R2,EDU_R3,EDU_R4,EDU_R5,EDU_R6,EDU_R7,HS1_R1,HS1_R2,HS1_R3,HS1_R4,HS1_R5,HS1_R6,HS1_R7,HS2_R1,HS2_R2,HS2_R3,HS2_R4,HS2_R5,HS2_R6,HS2_R7,HEALTH_R1,HEALTH_R2,HEALTH_R3,HEALTH_R4,HEALTH_R5,HEALTH_R6,HEALTH_R7,MANU_R1,MANU_R2,MANU_R3,MANU_R4,MANU_R5,MANU_R6,MANU_R7,RELIG_R1,RELIG_R2,RELIG_R3,RELIG_R4,RELIG_R5,RELIG_R6,RELIG_R7,UTIL_R1,UTIL_R2,UTIL_R3,UTIL_R4,UTIL_R5,UTIL_R6,UTIL_R7
SLC,earthquake,main_model,totDFFD,403.7098593,-0.940446038,-0.551966866,-0.512093129,-0.401587282,-0.368451573,-0.277306705,-0.667204685,-0.769828299,-0.520674067,-0.546612768,-0.430442219,-0.400747149,-0.451084636,-0.705694873,-2.631479157,-0.16483932,-0.610850888,0,0,0,0,0,-0.433874014,-0.212991236,-0.464599176,-0.088524684,-0.543033158,0,-2.032253505,-1.51410236,-1.392871446,-1.169678145,-0.919153058,-1.344291389,-2.552056204,-1.99043357,-1.519570853,-1.381407735,-1.153918329,-0.900645562,-1.335362592,-2.552344332,-1.985604446,-0.583944334,-0.644539002,-0.362459304,-0.464325997,-0.479530096,-0.596654056,-0.717110109,-5.769809317,-0.443759796,0,-0.290943429,-0.386771003,-3.451905775,-0.771467673,-0.5608929,-0.487732489,-0.572080113,-0.50353627,0.844655835,-2.932731618,-0.458707273,-0.334637977,-0.327728644,0,-0.038050854,-0.571219294,-0.491570813
