"Testbed","Hazard","Model_Type","Model_Name","(Intercept)","IAGMIN","IUTIL","ICONS","IMANU","IWHOLE","IRETAIL","ITRANS","IPROFSER","IREALE","IEDU","IHEALTH","IART","IACCO","HS1I","HS2I","HS3I"
"Galveston","hurricane","sector_model","DFFD _ IPROFSER_L4HI","-0.131216557020246","0.0038966440258226","0","-0.0180496567751022","-0.016942745378963","0.00232849132221381","-0.000600239650307276","-0.000192404704848846","0.00790205154387332","-0.00200679023320504","0","0.00156602812327088","-0.00213387351256084","-0.00103464489675624","-0.00253002100633952","-0.00119592046964099","-0.00149015126668802"
"Galveston","hurricane","sector_model","DFFD _ IREALE_L1WI","-0.175921313669157","0","-4.87626105704777e-05","0","0","0","-0.00056775926984754","0","-0.000408110797656983","-0.0180953396643214","0.00034421586328476","0","0","0.00142378150480855","-0.000325873645500362","-0.000150890998001391","-0.000217927530965242"
"Galveston","hurricane","sector_model","DFFD _ IREALE_L2WI","-0.061683068125669","0","-0.00192766577794535","-0.000185828721782539","-0.00102545483312438","-0.00201161274168839","-0.00209049382012607","0","-0.00205123777074196","-0.0701817432116009","0.00345870267568088","-3.12398820885041e-05","0","0.000511115209902856","-0.00167180761916653","-0.000591324424314918","-0.000842259059444522"
"Galveston","hurricane","sector_model","DFFD _ IREALE_L3WI","0.0578763859119996","0","-0.0045064778191868","-0.000485906104873508","-0.00266747170867623","-0.00201316732665386","-0.00268550190801133","0","-0.00338951530311499","-0.10789336289036","0.00684677896183528","-7.03272421584749e-05","0","-5.72816737445965e-05","-0.00300250152547561","-0.00100348101057313","-0.0014367929107877"
"Galveston","hurricane","sector_model","DFFD _ IREALE_L4WI","-0.0508402997374553","0","-0.00373539202806996","-0.000347355152917627","-0.00599328698987816","-0.00339993721091147","-0.00130255945425881","0","-0.00247371782415349","-0.06903718159576","0.00439759956737578","0.000149284130937438","0","-0.000247710633794646","-0.00160831812277463","-0.000590527813804346","-0.000820960212410514"
"Galveston","hurricane","sector_model","DFFD _ IREALE_L2BI","-0.152190729447311","0","-0.000749141448321881","0","-0.000109768382520768","0","-0.00173633924545667","0","-0.000965483999822107","-0.0395932922745723","0.00130055761676493","0","0","0.00115402295669979","-0.000863275773273555","-0.000322367634248703","-0.000465065938473301"
"Galveston","hurricane","sector_model","DFFD _ IREALE_L1HI","-0.171630803828576","0","0","0","0","0","-0.000261735083144763","0","-0.000165315467554768","-0.0092577436036746","0.000138156617843002","0","0","0.0006084577303956","-0.000127957128475131","-7.89753463142274e-05","-0.000119162008577179"
"Galveston","hurricane","sector_model","DFFD _ IREALE_L2HI","-0.108196846443178","0","0","0","0","0","-1.02901470410896e-05","0","0","-0.00147902580870687","0","0","0","9.32523610216146e-05","0","-8.60424901816049e-06","-1.62189214919033e-05"
"Galveston","hurricane","sector_model","DFFD _ IREALE_L3HI","0.307603595683323","4.91601068519375e-05","-0.0109880224566019","-0.00879731914690909","-0.00223378449919097","-0.00457420754286287","-0.0030715742692824","0.000281292472149871","-0.00494545363902323","-0.183908956033429","0.0124357487457851","-0.000179932318463464","0","-0.000816208271000907","-0.00488051541134979","-0.00175710321963984","-0.00240985116475928"
"Galveston","hurricane","sector_model","DFFD _ IEDU_L1WI","0.225740450978838","0.0269014201459622","0.00150349418753345","-0.000539048662023604","-0.00545453399828045","-0.00486424016262832","-0.0097208310022371","0.00474818861095816","-0.00159886174228335","0.0160481568518272","-0.0936313304886607","0.00754914402391582","0.0212427248662121","0.0774294909004454","-0.0189621750171942","-0.0063357766390694","-0.00877030207449508"
"Galveston","hurricane","sector_model","DFFD _ IEDU_L2WI","1.42491251226367","0.036777267043875","-0.00510242041566298","-0.00867382947344892","-0.0288636180802871","-0.043175080753807","-0.0153336197600866","0.0149659415274583","-0.0073058360179867","0.0457682158188679","-0.173643530752695","0.0202601138982236","0.0243394677521372","0.045731672828444","-0.0416173714091097","-0.0139193191854384","-0.0194437277024088"
"Galveston","hurricane","sector_model","DFFD _ IEDU_L3WI","5.92884985514964","0.121941216089789","-0.0735821718126449","-0.0245390899184621","-0.132831511747592","-0.050663849093378","-0.019220227378696","0.0234638071911975","-0.0304409129895764","0.101619458890595","-0.442403000625313","0.0660848926539682","0.0256063568252979","0.0789070221844476","-0.139413163198035","-0.0456138000235222","-0.0643856117021691"
"Galveston","hurricane","sector_model","DFFD _ IEDU_L4WI","1.02049130049685","0.118369734008577","-0.0319316387228349","-0.0083845801385202","-0.0993458095491989","-0.0509673108356329","0.00257217685823468","0.0147695714087815","-0.0115831037610104","0.0471099412664084","-0.098757023168724","0.0255828105898983","0.00633278683195358","0.0133280463968685","-0.025938682956807","-0.00916497760439978","-0.0124812257503713"
"Galveston","hurricane","sector_model","DFFD _ IEDU_L1BI","-0.137549167723801","0.000756604783269252","0","0.000496069207715274","-0.000967863361162837","0.000552112768844694","-0.00193873638366982","0.000737851593535328","-0.00125875695743073","0.0036245856905953","-0.0261697364349324","0.00399402466604223","0.000468481703165158","0.0200743234039809","-0.00570802061375487","-0.00189548170288259","-0.00267659794358083"
"Galveston","hurricane","sector_model","DFFD _ IEDU_L2BI","0.0196905711759223","0.00571293469789832","0","0.00368318465332857","-0.00358701911917233","0.0023462203640641","-0.013149484451586","0.00347322511840899","-0.000280486651037403","0.0164615178687134","-0.0645247558543805","0.00943416234097165","0.00841331568503449","0.0276309609099267","-0.0132491393538371","-0.00439528456601364","-0.006169005896366"
"Galveston","hurricane","sector_model","DFFD _ IEDU_L3BI","-0.258132816668861","0","-0.0109236665882476","0.00161824876396718","-0.0141665056598792","-0.0207551227153224","-0.00197438265909304","0.00421983762856965","-0.00196137891212435","0.00640070744087071","-0.043463094118257","0.00933551022916484","0.000897498559554997","0.00367609856253493","-0.0132270782472554","-0.00438902123546132","-0.00615644232632029"
"Galveston","hurricane","sector_model","DFFD _ IEDU_L4BI","-0.039024128338133","0.0046153334765995","-0.000878205216213799","0.00108216240406481","-0.0086055900499256","0","-0.00338603054917157","0.00127865086213491","-0.00206623226165423","0.00370088790012518","-0.0262906898161213","0.00339334079616604","2.72066054885302e-05","0.0020603888198273","-0.00940669725847582","-0.00309904789999011","-0.00437611347775179"
"Galveston","hurricane","sector_model","DFFD _ IEDU_L1HI","0.283799980997268","0.0187024659623098","-0.00124500086882244","0","-0.0074656234103029","0.00150005265607621","-0.00811394455612587","0.0030031777397102","-0.00118186090089149","0.0132762673602301","-0.0822317229698731","0.00655857732690064","0.0262152978117929","0.0639531598885422","-0.0189022060374555","-0.00616586647099526","-0.0086833301049017"
"Galveston","hurricane","sector_model","DFFD _ IEDU_L2HI","0.133151255019854","0.0180962130505788","-0.0314486881842469","-0.00961525924913856","-0.00862250828121584","0.00534522960972911","-0.00122846538823602","0.00306303844350423","-0.00244033398226861","0.00960436018167726","-0.061751927048453","0.00689865948551883","0.00316121327031443","0.0591178008621479","-0.013633560053826","-0.00467384415003656","-0.00644482046734697"
"Galveston","hurricane","sector_model","DFFD _ IEDU_L3HI","0.842466049953655","0.040811678049522","-0.034724363873298","-0.0548782921528968","-0.0155570764177302","-0.012938190721518","0.00687221358964771","0.00937815043859388","0.000344548915532808","0.0856213780353649","-0.108605874190423","0.0172717436439614","0.0164554486440503","0.0153542871956249","-0.0299657933291404","-0.0108536691653038","-0.0146745535598512"
"Galveston","hurricane","sector_model","DFFD _ IHEALTH_L1WI","-0.140179267519865","0","-1.11952539048741e-06","0.000120553541135417","-0.000876217254220145","-0.00443248719718488","-0.0016463232659512","0","-0.0026096502845314","-0.000132124096138873","0.00233514794893208","-0.0158849312202474","0.00307365593582411","0.011487846279485","-0.0026954173529874","-0.000956359580369725","-0.00133435843115033"
"Galveston","hurricane","sector_model","DFFD _ IHEALTH_L2WI","-0.0305687592768405","0","-0.00173344866539377","0","-0.00396870792145007","-0.0127934991947541","-0.00209693970934403","0","-0.00526751159108305","0.000227400151066785","0.00944089346561548","-0.0284549081085097","0.00251625363414743","0.00360102692028591","-0.00483462297676633","-0.00165822819415516","-0.00233529670208362"
"Galveston","hurricane","sector_model","DFFD _ IHEALTH_L3WI","0.789337770606831","0","-0.0157139270077164","0","-0.0212212642004089","-0.0335732055933174","-0.00326133879043748","0","-0.0194394998693102","-0.00301689397965962","0.0429781219514363","-0.0961818974594362","0.00280191697656044","0.00420784834137162","-0.0194265874609455","-0.00634211792959237","-0.0089849480822225"
"Galveston","hurricane","sector_model","DFFD _ IHEALTH_L4WI","0.071451240217181","0.0111400719531555","-0.00884621621212144","-0.000261376443425725","-0.0235057817983843","-0.0205454695351684","0.000421415175061674","0.00127353314869571","-0.00777985317330532","0.00424882071027041","0.0147360520152311","-0.0305475612933069","0.000838806371070455","0.00032472186295104","-0.00537503195305525","-0.00194652155381033","-0.00265922717421542"
"Galveston","hurricane","sector_model","DFFD _ IHEALTH_L1BI","-0.210415414032844","0","-7.65155674056397e-05","0.000666771827373656","-0.000547417095808215","-0.00222222496556309","-0.00100529573894707","0","-0.00272919549013617","-0.000529944765519873","0.00268918954308424","-0.0131103039626218","2.74613832694542e-05","0.00883120767447137","-0.002496122702431","-0.000861801635872412","-0.00122765376207512"
"Galveston","hurricane","sector_model","DFFD _ IHEALTH_L2BI","-0.123224353535138","0","-0.00119195466131582","0.00291533230915987","-0.002057341225355","-0.00684623138720288","-0.00655748995926191","0","-0.00540515139083604","0.00123882778420426","0.0075271062762678","-0.033121743261785","0.00356324483834925","0.0107072194390094","-0.00582837405022613","-0.00195346255025061","-0.00276047226178757"
"Galveston","hurricane","sector_model","DFFD _ IHEALTH_L3BI","-0.301057104926466","0","-0.00556753042016664","0.00147659125308389","-0.0062155793327797","-0.0145766183363116","-0.000900597116349913","0.000115622831398683","-0.00427916311760306","-0.00133653131908545","0.00725762447271628","-0.0208151382400917","0","-7.82995721016584e-05","-0.00511463644260998","-0.00172001878428857","-0.00242880151804464"
"Galveston","hurricane","sector_model","DFFD _ IHEALTH_L4BI","-0.252814144272746","0","-6.40967554856049e-05","0.000169075613162575","-0.000947044898158262","-0.000432663938466801","-0.000386988761698638","0","-0.000811325661060082","-0.000129070257863751","0.00144000372542134","-0.0039237900255268","0","0","-0.000893851192376173","-0.000329006095280989","-0.000477547659980315"
"Galveston","hurricane","sector_model","DFFD _ IHEALTH_L1HI","-0.14900777899957","0","-0.000455704647291962","0.000190669983588764","-0.00109906879502141","-0.00240995114655298","-0.00126564699420672","0","-0.00213058508472864","-0.000275101602181793","0.00233799801789903","-0.0132982148420811","0.00360261234208083","0.00862969919258948","-0.00248586994334008","-0.000862780650973155","-0.00122745213117347"
"Galveston","hurricane","sector_model","DFFD _ IHEALTH_L2HI","-0.130954549742651","0","-0.00896874227404349","-0.00155424979607109","-0.00235965194613165","-0.00227109947498761","-0.000372252386295355","0","-0.00328314591770711","-0.000540519126541783","0.0032710425688399","-0.017200291178988","0.000470423262062169","0.0143748916826656","-0.00319802428231696","-0.00115057892925065","-0.0015932498232001"
"Galveston","hurricane","sector_model","DFFD _ IHEALTH_L3HI","-0.0417326178009374","0","-0.0063817473941941","-0.00711467112936507","-0.0026170547073936","-0.00826418959369143","0.000920489295682056","0","-0.00362771524020085","0.00836996575779596","0.0107011324877137","-0.0240740722667852","0.00201011975791656","0.000323764413800373","-0.00412762920729845","-0.00155337557046596","-0.00210811664141046"
"Galveston","hurricane","sector_model","DFFD _ IHEALTH_L4HI","-0.140006503898776","0.00163953037072784","0","-0.0104623442858075","-0.0109211306534715","0","0.00128860580300057","0.00042156834127739","-0.00339762591753893","2.48382468696829e-05","0.000795782561618317","-0.00914383826043356","0.000314941086111935","0.000318515280826042","-0.00188932035168279","-0.000903663303399907","-0.00113979904279714"
"Galveston","hurricane","sector_model","DFFD _ IART_L1WI","0.0339204051227139","0","-0.00232209114387101","0.000907739636289405","0.000745977435837555","-0.00332464216975316","-0.0052580727092084","0","-0.0092994461665616","-0.0027707911630452","0.00564059167360013","0.000850347464652258","-0.157442411644092","0.0362705995059676","-0.00679800401122157","-0.00232418302369792","-0.0032146610632221"
"Galveston","hurricane","sector_model","DFFD _ IART_L2WI","-0.137945087224354","0","-0.00169450737325963","0","-0.000818359016294379","-0.00330854841665648","-0.00143950058297539","0","-0.00386614335050108","-0.000133147560707167","0.00546364959146471","0.000470718560838151","-0.0625453300503932","0.00259676911438053","-0.0023968025818477","-0.000852934318651492","-0.00120362111111123"
"Galveston","hurricane","sector_model","DFFD _ IART_L3WI","-0.146355550250474","0","-0.00230868501682438","0","-0.00150482098716207","-0.000428242882049238","-0.000448192596803589","0","-0.00278742757343791","-0.00070636210530239","0.00504654006623667","0.000395673541369541","-0.0430855113307522","0.000591210213985343","-0.00191470347255476","-0.00067019989818038","-0.000960236354840075"
"Galveston","hurricane","sector_model","DFFD _ IART_L2BI","-0.187374401401949","0","-0.000589174742819624","0.000818495889247977","5.89231227272538e-05","0","-0.00223682114440832","0","-0.00199849695925792","0","0.00196505230375156","0.000740210836355107","-0.0378972183535539","0.00368828527240095","-0.00137363697531157","-0.000497622108036479","-0.000712492300961604"
"Galveston","hurricane","sector_model","DFFD _ IART_L1HI","0.085799148130852","0","-0.00459014853714465","0.00139562522499755","-0.000161319847759649","0","-0.00515825633231047","-0.000529187599875263","-0.00971742081333133","-0.00373527139341096","0.00762294195846075","0.000727678490808979","-0.162933665125442","0.0347099444875104","-0.00824894305315059","-0.00271511385718484","-0.00384373453577229"
"Galveston","hurricane","sector_model","DFFD _ IART_L2HI","-0.123601863767361","0","-0.000753030477497313","0","0","0","-2.34861880508316e-05","0","-0.000299231178519885","0","0.000145072953187418","0","-0.00519686848548864","0.00140399999956399","-0.00013096533438624","-8.62546100914122e-05","-0.000122129616160393"
"Galveston","hurricane","sector_model","DFFD _ IART_L3HI","-0.14030083434269","0","-0.00272158335811516","-0.00244472099807223","-4.12623064409485e-05","-0.000254957349740752","0.000294522729672869","0","-0.00156250939043793","0.00275592492475448","0.003650967683096","0.000317497088322388","-0.030978355893185","0.000167670709837347","-0.00112399439396726","-0.000473258766795792","-0.000638839748557021"
"Galveston","hurricane","sector_model","DFFD _ IACCO_L1WI","4.00747605184971","-0.0409793559420807","-0.0354143198843371","0","-0.0339745407447094","-0.0647790142818724","-0.0389073579029013","0.000954351835008151","-0.0190413138905247","0.000418253711266401","0.0377558316413776","0.00267480299876693","0.0369431888385376","-0.485066003182435","-0.0295777966307018","-0.0100562074657332","-0.0143958048537726"
"Galveston","hurricane","sector_model","DFFD _ IACCO_L2WI","0.66214507717584","-0.0110833342990232","-0.00806472732586341","-0.000648000987492827","-0.00898551767958347","-0.0168346588977264","-0.00556643117972635","0.000202023317628175","-0.00401673298492363","0.00164892730750689","0.0137384454111397","0.000775489795778974","0.00122061053780527","-0.109540683690674","-0.0049024321092669","-0.00166707909579202","-0.00244028651380262"
"Galveston","hurricane","sector_model","DFFD _ IACCO_L3WI","0.718218556329304","-0.00880250681887859","-0.01187662603425","-0.000579042526563706","-0.0121042803761671","-0.0120470456541493","-0.00395294434011791","0","-0.00459904122267962","0","0.0182074215614381","0.00121033091023684","0","-0.113682951882488","-0.0059805125553637","-0.00196695085804056","-0.00289995720156872"
"Galveston","hurricane","sector_model","DFFD _ IACCO_L4WI","-0.120206725578552","0","-4.54545859295159e-05","0","-0.000290639779451123","0","0","0","-2.97344512611119e-05","0","7.41299115758576e-05","0","0","-0.00130204056340552","0","-9.11259968167738e-06","-2.26278679869381e-05"
"Galveston","hurricane","sector_model","DFFD _ IACCO_L1BI","0.391602502625925","-0.0049843083200609","-0.00718158951083172","0.00150469225404044","-0.00585599854172149","-0.00683678084954388","-0.00600007986143624","0","-0.00495166225723971","-0.00076697980041067","0.00901947990192557","0.0031134792141558","0","-0.0965365070724186","-0.00605362267361465","-0.00195581387484958","-0.00289041260130851"
"Galveston","hurricane","sector_model","DFFD _ IACCO_L2BI","0.623303471561746","-0.01353439913824","-0.00839816356962948","0.00301944585615143","-0.00695915235712916","-0.00817857905521289","-0.0123356544763778","0","-0.00343309951197472","0.0032583227027496","0.0109770200895637","0.00301490206790095","0.00240204520889318","-0.122962380394724","-0.0057934426752056","-0.0019254890998049","-0.00283533870381363"
"Galveston","hurricane","sector_model","DFFD _ IACCO_L1HI","2.7514065794412","-0.0462258951784641","-0.0299541101212725","0.000772003707369492","-0.0272447110224288","-0.0300036348868743","-0.0245828439701437","0","-0.0122499238338687","-0.00114032439174588","0.0299323158170436","0.00142661799420636","0.0377307815000364","-0.332616457106712","-0.0227573255122681","-0.00740418833068233","-0.0108185055979684"
"Galveston","hurricane","sector_model","DFFD _ IACCO_L2HI","2.39563975797327","-0.0286796733118043","-0.0928838465223986","-0.0195804611389748","-0.0315862195677903","-0.0180005996139753","-0.0121919761209217","0.00131517173265627","-0.0146319467201875","-0.00175866531225313","0.028481181276019","0.00546437419444435","0","-0.283519474150018","-0.0196546855828629","-0.00683001836930612","-0.00969568900150184"
"Galveston","hurricane","sector_model","DFFD _ IACCO_L3HI","-0.0848538549271822","0","-0.00215197108106239","-0.00135954540427894","-0.00102445490477882","-0.00114734425513447","-9.99413740993003e-05","0","-0.000321469030363106","0.00197737040409511","0.00229423591206212","0","0","-0.0160141270709313","-0.000634633007142879","-0.00024593300158653","-0.000359203947642167"
